subject,course_number,course_title,first_seen_term,last_seen_term
ENGL,A181,Shakespeare,Intersession/Spring 2023,Winter/Spring 2026
ENGL,A181H,Shakespeare Honors,Intersession/Spring 2023,Winter/Spring 2026
ENGL,A187,Intro Literary Theory,Intersession/Spring 2023,Winter/Spring 2026
ENGL,A187H,Intro Literary Theory Honors,Intersession/Spring 2023,Winter/Spring 2026
ENGL,A222,Novel Writing II,Intersession/Spring 2023,Fall 2026
ENGL,A226,Poetry Writing II,Winter/Spring 2025,Winter/Spring 2026
ENGL,A227,Scriptwriting II,Intersession/Spring 2023,Fall 2026
ENGL,A232,Novel Writing III,Intersession/Spring 2023,Fall 2026
ENGL,A236,Poetry Writing III,Winter/Spring 2026,Winter/Spring 2026
ENGL,A237,Scriptwriting III,Intersession/Spring 2023,Fall 2026
ENGL,A242,Novel Writing IV,Intersession/Spring 2023,Fall 2026
ENGL,A247,Scriptwriting IV,Intersession/Spring 2023,Fall 2026
ENGL,A270,Survey British Lit Before 1800,Fall 2023,Fall 2026
ENGL,A270H,Survey Brit Lit Befor 1800 Hon,Fall 2023,Fall 2026
ENGL,A275,Survey Brit Lit After 1800,Intersession/Spring 2023,Winter/Spring 2026
ENGL,A275H,Survey Brit Lit After 1800 Hon,Intersession/Spring 2023,Winter/Spring 2026
ENGR,A110,Intro to Engineering & Design,Intersession/Spring 2023,Fall 2026
ENGR,A180,Engineering Graphics,Intersession/Spring 2023,Fall 2026
ENGR,A199,Current Topics in Engineering,Summer 2023,Fall 2026
ENGR,A210,Engineering Materials,Fall 2024,Fall 2026
ENGR,A220,Prog & Prob Solv MATLAB,Intersession/Spring 2023,Fall 2026
ENGR,A230,Dynamics,Summer 2023,Winter/Spring 2025
ENGR,A240,Mechanics of Materials,Intersession/Spring 2023,Winter/Spring 2026
ENGR,A280,Statics,Intersession/Spring 2023,Fall 2026
ENGR,A285,Engineering Circuits,Intersession/Spring 2023,Winter/Spring 2026
ESEC,A100,Intro to Environmental Science,Intersession/Spring 2023,Fall 2026
ESEC,A100H,Intro Environmental Sci Honors,Intersession/Spring 2023,Fall 2026
ESEC,A110,Island Ecology,Fall 2023,Fall 2026
ESEC,A121,Marine Intertidal Ecology,Fall 2023,Fall 2025
ESEC,A124,Ecology of the Gray Whale,Intersession/Spring 2023,Winter/Spring 2026
ESEC,A140,Mediterranean Biome Ecology,Intersession/Spring 2024,Intersession/Spring 2024
ESEC,A141,Desert Ecology,Fall 2023,Winter/Spring 2026
ESEC,A210,Wetlands Ecology and Managemnt,Intersession/Spring 2023,Intersession/Spring 2023
ESL,A022,"Grammar, Reading and Writing 2",Intersession/Spring 2023,Winter/Spring 2025
ESL,A024,Listening and Speaking 2,Intersession/Spring 2023,Winter/Spring 2025
ESL,A032,"Grammar, Reading and Writing 3",Intersession/Spring 2023,Fall 2026
ESL,A034,Listening and Speaking 3,Intersession/Spring 2023,Fall 2026
ESL,A043N,ESL Supp Freshman Comp: Paragr,Fall 2025,Fall 2026
ESL,A044N,ESL Supp Fresh Comp: Essays,Fall 2025,Winter/Spring 2026
ESL,A045N,ESL Supp Fresh Comp:Read/Vocab,Intersession/Spring 2023,Winter/Spring 2026
ESL,A046N,ESL Supp Fresh Comp: Sentence,Intersession/Spring 2023,Fall 2026
ESL,A047N,ESL Supp Fresh Comp: Spelling,Intersession/Spring 2023,Winter/Spring 2026
ESL,A048N,ESL Supp Fresh Comp: Pronunc,Intersession/Spring 2023,Winter/Spring 2026
ESL,A049N,ESL Supp Fresh Comp: Grammar,Intersession/Spring 2023,Fall 2026
ESL,A052,Adv Academic Read and Write 1,Intersession/Spring 2023,Fall 2026
ESL,A054,Listening and Speaking 4,Intersession/Spring 2023,Fall 2026
ESL,A100,ESL College Composition,Intersession/Spring 2023,Fall 2026
ESL,A162,Adv Academic Read and Write 2,Intersession/Spring 2023,Fall 2026
ESL,A192,Adv Acad Rdng Resrch Wrtng Hum,Intersession/Spring 2023,Fall 2026
ETHS,A100,Contemp Ethnic America,Intersession/Spring 2023,Fall 2026
ETHS,A110,Intro to LatinX Studies,Intersession/Spring 2023,Fall 2026
ETHS,A115,Into to Asian Am & Pac Isl Stu,Intersession/Spring 2023,Fall 2026
ETHS,A120,Intro to Black Studies,Fall 2025,Fall 2025
ETHS,A150,Ethnic Groups in the U.S.,Intersession/Spring 2023,Fall 2026
ETHS,A190,The Ethnic Family,Intersession/Spring 2024,Fall 2026
FASH,A050,Sewing Lab,Intersession/Spring 2023,Winter/Spring 2025
FASH,A100,Beginning Clothing Techniques,Intersession/Spring 2023,Fall 2026
FASH,A102,Industrial Sewing Techniques,Summer 2023,Fall 2026
FASH,A110,Applied Textiles and Design,Intersession/Spring 2023,Fall 2026
FASH,A115,Intro to the Fashion Industry,Intersession/Spring 2023,Fall 2026
FASH,A116,Fashion Styling,Intersession/Spring 2023,Fall 2026
FASH,A117,Creative Production,Winter/Spring 2025,Winter/Spring 2026
FASH,A118,Trend Forecasting,Intersession/Spring 2023,Fall 2026
FASH,A119,Intro To Display & VP,Fall 2024,Fall 2026
FASH,A120,History of Fashion,Intersession/Spring 2023,Fall 2026
FASH,A121,Street Style,Intersession/Spring 2023,Fall 2026
FASH,A130,Tailoring,Intersession/Spring 2023,Fall 2025
FASH,A135,Design Thinking,Intersession/Spring 2023,Winter/Spring 2026
FASH,A137,Alterations,Intersession/Spring 2023,Winter/Spring 2026
FASH,A145,Fashion Reporting and Analysis,Intersession/Spring 2023,Winter/Spring 2026
FASH,A150,Flat Pattern Techniques,Intersession/Spring 2023,Fall 2026
FASH,A155,Technical Packages(Tech-Packs),Intersession/Spring 2023,Fall 2026
FASH,A170,"Culture, Dress & Selection",Intersession/Spring 2023,Fall 2026
FASH,A175,Appl Color/Dsgn Theory,Intersession/Spring 2023,Fall 2026
FASH,A177,Fash Merchandz Concepts,Intersession/Spring 2023,Fall 2026
FASH,A180,Prin of Clothing Const 1,Fall 2023,Fall 2026
FASH,A181,Fashion Internship,Intersession/Spring 2023,Fall 2026
FASH,A182,Professional Practices,Intersession/Spring 2023,Winter/Spring 2026
FASH,A183,Fund Princ Clothing Const 2,Intersession/Spring 2023,Winter/Spring 2026
FASH,A190,Apparel Ind Sustainability,Intersession/Spring 2023,Fall 2026
FASH,A191,Sust & Resp-Apparel Industry,Intersession/Spring 2023,Winter/Spring 2026
FASH,A192,R&D Apparel Indstry Sustain,Summer 2023,Winter/Spring 2026
FASH,A199,Current Issues in Fash,Fall 2023,Fall 2023
FASH,A200,Fashion Internship Lecture,Intersession/Spring 2023,Fall 2026
FASH,A210,Intro to E-Commerce,Fall 2024,Fall 2026
FASH,A215,Retail E-Commerce Merchandisin,Winter/Spring 2025,Winter/Spring 2026
FASH,A220,Retail Buying,Fall 2024,Fall 2026
FASH,A225,"Media, Events, and Promotions",Intersession/Spring 2023,Winter/Spring 2026
FASH,A233,Couture Techniques,Intersession/Spring 2024,Fall 2026
FASH,A235,Draping,Fall 2023,Fall 2026
FASH,A255,Fashion Illustrating Techniq 1,Intersession/Spring 2023,Fall 2026
FASH,A256,Fashion Illustrating Techniq 2,Intersession/Spring 2023,Winter/Spring 2026
FASH,A260,Fashn Dsgn/Prd Process,Winter/Spring 2025,Winter/Spring 2026
FASH,A263,3D Clothing Design,Fall 2024,Winter/Spring 2026
FASH,A266,Computerized Pattrn Sys,Fall 2023,Fall 2026
FBM,A100,Intro to Hospitality,Fall 2023,Fall 2026
FBM,A102,Sanitation and Safety,Fall 2023,Fall 2026
FBM,A115,Fundamentals Food Production,Fall 2023,Fall 2026
FBM,A140,Bar Management & Profit,Fall 2023,Fall 2026
FBM,A145,Introduction to Wines,Fall 2023,Fall 2026
FBM,A146,Intro to Fermented Beverages,Winter/Spring 2025,Winter/Spring 2026
FBM,A147,Distilled Spirits & Mixology,Fall 2024,Fall 2026
FBM,A175,Food Law and Policy,Intersession/Spring 2024,Fall 2026
FBM,A190,Buffet and Catering Service,Fall 2023,Fall 2026
FBM,A195,Dining Room Service,Fall 2023,Fall 2026
FBM,A215,Foodservice Ops Mgmt,Fall 2023,Fall 2026
FBM,A220,Food and Beverage Cost Control,Fall 2023,Fall 2026
FBM,A221,Menu Planning and Purchasing,Fall 2023,Fall 2026
FBM,A222,Mgmt Leadership and Training,Fall 2023,Fall 2026
FBM,A245,Advanced Wine Studies,Winter/Spring 2026,Winter/Spring 2026
FBM,A270,Food Systems & Social Change,Fall 2023,Fall 2026
FBM,A280,Directed Practice for FBM 1,Intersession/Spring 2024,Fall 2026
FBM,A285,Directed Practice for FBM 2,Fall 2023,Fall 2023
FILM,A100,History & Apprec of the Cinema,Intersession/Spring 2023,Fall 2026
FILM,A100H,Hist & Apprec of Cinema Honors,Intersession/Spring 2023,Fall 2026
FILM,A102,Business of Film/Television,Intersession/Spring 2023,Fall 2026
FILM,A104,Great Directors of the Cinema,Fall 2024,Fall 2026
FILM,A106,Introduction to Media Writing,Intersession/Spring 2023,Fall 2026
FILM,A107,History of Video Games,Intersession/Spring 2023,Summer 2026
FILM,A107H,History of Video Games Honors,Intersession/Spring 2023,Winter/Spring 2026
FILM,A108,Television Sitcom Genre,Intersession/Spring 2023,Intersession/Spring 2024
FILM,A109,Science Fiction Film,Fall 2023,Fall 2026
FILM,A109H,Science Fiction Film Honors,Fall 2023,Fall 2026
FILM,A110,Film Production 1,Intersession/Spring 2023,Fall 2026
FILM,A111,Film & TV Genres for Writers,Fall 2026,Fall 2026
FILM,A113,Audio Workshop,Fall 2023,Fall 2026
FILM,A117,One-Hour Drama Writing for TV,Fall 2024,Fall 2024
FILM,A150,History of Radio & Television,Intersession/Spring 2023,Fall 2026
FILM,A151,Broadcast Journalism,Fall 2023,Fall 2024
FILM,A155,Television Production 1,Intersession/Spring 2023,Fall 2026
FILM,A193,Sound Design for Film & TV,Intersession/Spring 2023,Fall 2026
FILM,A194,Editing 1,Intersession/Spring 2023,Fall 2026
FILM,A196,Introduction to Visual Effects,Intersession/Spring 2023,Fall 2026
FILM,A198,Avid Media Composer,Summer 2023,Summer 2026
FILM,A205,Remote Broadcasting,Intersession/Spring 2023,Winter/Spring 2026
FILM,A210,Production Management,Summer 2024,Summer 2026
FILM,A219,Editing 2,Intersession/Spring 2023,Fall 2026
FILM,A220,Intro to Immersive Media(ARVR),Fall 2023,Fall 2025
FILM,A222,Intro to Performance Capture,Intersession/Spring 2023,Fall 2026
FILM,A223,Immersive Video Game Devel 1,Intersession/Spring 2023,Fall 2026
FILM,A225,360 Spatial Audio Immrsv Media,Summer 2023,Summer 2023
FILM,A226,Coding Basics Immers Media App,Fall 2023,Fall 2024
FILM,A231,Immersive Media Devel Lab 1,Intersession/Spring 2023,Fall 2024
FILM,A234,3D Modeling for Immersive Apps,Fall 2023,Fall 2025
FILM,A240,Film Production 2,Intersession/Spring 2023,Fall 2026
FILM,A253,Directing Theory,Winter/Spring 2025,Fall 2026
FILM,A261,Television Studio Operations,Intersession/Spring 2023,Fall 2026
FILM,A262,Cinematography,Intersession/Spring 2023,Fall 2026
FILM,A264,Editing 3,Intersession/Spring 2023,Winter/Spring 2026
FILM,A265,Documentary Production,Fall 2023,Fall 2026
FILM,A270,Film Production 3,Intersession/Spring 2023,Winter/Spring 2026
FILM,A271,Portfolio Development,Summer 2023,Summer 2026
FN,A100,Careers-Dietetics/FDSCI,Intersession/Spring 2023,Fall 2026
FN,A125,Plant-based Nutrition,Intersession/Spring 2023,Winter/Spring 2026
FN,A136,Nutrition/Fitness/Performance,Intersession/Spring 2023,Fall 2026
FN,A140,Intro Nutrition Concept,Intersession/Spring 2023,Fall 2026
FN,A144,Life Cycle Nutrition,Fall 2023,Fall 2026
FN,A170,Nutrition,Intersession/Spring 2023,Fall 2026
FN,A171,Applied Nutrition,Fall 2023,Fall 2026
FN,A180,Principles of Foods,Intersession/Spring 2023,Fall 2026
FN,A185,Food and Culture,Fall 2023,Fall 2026
FN,A195,Food Science,Intersession/Spring 2023,Fall 2026
FN,A286,Dir Practice Food Science,Fall 2023,Winter/Spring 2026
FREN,A180,Elementary French 1,Intersession/Spring 2023,Fall 2026
FREN,A180H,Elementary French 1 Honors,Intersession/Spring 2023,Fall 2025
FREN,A185,Elementary French 2,Intersession/Spring 2023,Winter/Spring 2026
FREN,A185H,Elementary French 2 Honors,Intersession/Spring 2023,Fall 2025
FREN,A190,Conversational French,Summer 2023,Summer 2023
FREN,A199,Current Topics-French,Summer 2023,Summer 2023
FREN,A280,Intermediate French 1,Intersession/Spring 2023,Fall 2025
FREN,A280H,Intermediate French 1 Honors,Intersession/Spring 2023,Fall 2025
FREN,A285,Intermediate French 2,Intersession/Spring 2023,Fall 2025
FREN,A285H,Intermediate French 2 Honors,Intersession/Spring 2023,Fall 2025
FSM,A100,Intro Hospitality Indus,Intersession/Spring 2023,Intersession/Spring 2023
FSM,A150,Fundamentals of Food Prod,Intersession/Spring 2023,Intersession/Spring 2023
FSM,A151,Food Production Mgmt,Intersession/Spring 2023,Intersession/Spring 2023
FSM,A160,Sanitation & Safety,Intersession/Spring 2023,Summer 2023
FSM,A170,Sustainable Food Systems,Intersession/Spring 2023,Intersession/Spring 2023
FSM,A187,Introduction to Wines,Intersession/Spring 2023,Intersession/Spring 2023
FSM,A190,Dining Room Service,Intersession/Spring 2023,Intersession/Spring 2023
FSM,A240,Food & Bev Cost Control,Intersession/Spring 2023,Intersession/Spring 2023
FSM,A250,Menu Planning/Purchasng,Intersession/Spring 2023,Intersession/Spring 2023
FSM,A260,Supervision & Trng Tech,Intersession/Spring 2023,Intersession/Spring 2023
FSM,A275,Bar Management,Intersession/Spring 2023,Intersession/Spring 2023
FSM,A283,Directed Practice in FSM 1,Intersession/Spring 2023,Intersession/Spring 2023
FSM,A285,Restaurant Management,Intersession/Spring 2023,Fall 2023
GEOG,A100,World Regional Geography,Intersession/Spring 2023,Fall 2026
GEOG,A100H,World Regional Geog Honors,Fall 2023,Fall 2026
GEOG,A130,Intro to Weather & Climate,Intersession/Spring 2023,Winter/Spring 2026
GEOG,A150,California Geography,Fall 2023,Fall 2026
GEOG,A180,Physical Geography,Intersession/Spring 2023,Fall 2026
GEOG,A180H,Physical Geography Honors,Intersession/Spring 2023,Winter/Spring 2026
GEOG,A180L,Physical Geography Lab,Intersession/Spring 2023,Fall 2026
GEOG,A185,Cultural Geography,Intersession/Spring 2023,Fall 2026
GEOG,A190,Digital Mapping: Intro to GIS,Intersession/Spring 2023,Winter/Spring 2026
GEOL,A105,General Geology,Intersession/Spring 2023,Fall 2026
GEOL,A105H,General Geology Honors,Intersession/Spring 2023,Fall 2026
GEOL,A105L,General Geology Lab,Intersession/Spring 2023,Fall 2026
GEOL,A105M,General Geology Lab Honors,Intersession/Spring 2023,Fall 2026
GEOL,A110,Physical Geology,Intersession/Spring 2023,Fall 2026
GEOL,A115,California Geology,Winter/Spring 2025,Winter/Spring 2025
GEOL,A132,Death Valley Field Study,Intersession/Spring 2023,Winter/Spring 2026
GEOL,A134,Cascade Range Field Study,Summer 2026,Summer 2026
GEOL,A135,Geol Natl Parks/Monumnt,Intersession/Spring 2024,Intersession/Spring 2024
GEOL,A136,San Andreas Fault Field Study,Fall 2023,Fall 2023
GEOL,A138,Yosemite Field Study,Fall 2025,Fall 2025
GEOL,A139,East Sierra Nevada Field Study,Fall 2024,Fall 2026
GEOL,A185,Evolution of the Earth,Intersession/Spring 2023,Winter/Spring 2026
GEOL,A185H,Evolution of the Earth Honors,Intersession/Spring 2023,Winter/Spring 2026
GEOL,A185L,Evolution of the Earth Lab,Intersession/Spring 2023,Winter/Spring 2026
GEOL,A185M,Evolution of the Earth Lab Hon,Intersession/Spring 2023,Winter/Spring 2026
GLST,A101,Introduction to Global Studies,Intersession/Spring 2023,Fall 2026
GLST,A102,Global Issues,Intersession/Spring 2023,Fall 2025
GNDR,A100,Introduction to Gender Studies,Intersession/Spring 2023,Fall 2026
GNDR,A130,"Women, Politics, & Inequality",Intersession/Spring 2023,Winter/Spring 2026
GNDR,A165,Gender Communication,Intersession/Spring 2023,Fall 2026
GRMN,A180,Elementary German 1,Intersession/Spring 2023,Fall 2026
GRMN,A185,Elementary German 2,Intersession/Spring 2023,Winter/Spring 2025
HIST,A101,Afro-American History,Intersession/Spring 2023,Intersession/Spring 2024
HIST,A144,History of Latin America,Fall 2025,Fall 2026
HIST,A145,History of Mexico,Fall 2023,Winter/Spring 2026
HIST,A150,Ethnic Groups of the U.S.,Intersession/Spring 2023,Intersession/Spring 2023
HIST,A161,World History 1,Intersession/Spring 2023,Fall 2026
HIST,A161H,World History 1 Honors,Intersession/Spring 2023,Fall 2025
HIST,A162,World History 2,Intersession/Spring 2023,Fall 2026
HIST,A162H,World History 2 Honors,Intersession/Spring 2024,Winter/Spring 2025
HIST,A170,History of U.S. to 1877,Intersession/Spring 2023,Fall 2026
HIST,A170H,History U.S. to 1877 Honors,Fall 2023,Fall 2026
HIST,A175,U.S. History since 1865,Intersession/Spring 2023,Fall 2026
HIST,A175H,History US from 1876 Honors,Intersession/Spring 2023,Winter/Spring 2026
HIST,A176,Women In U.S. History,Fall 2023,Fall 2026
HIST,A180,Western Civilization 1,Intersession/Spring 2023,Fall 2026
HIST,A180H,Western Civilization 1 Honors,Fall 2023,Fall 2026
HIST,A185,Western Civilization 2,Intersession/Spring 2023,Fall 2026
HIST,A185H,Western Civilization 2 Honors,Intersession/Spring 2023,Winter/Spring 2026
HIST,A187,Women in History,Intersession/Spring 2023,Winter/Spring 2026
HIST,A195,Hist of England/Britain,Intersession/Spring 2023,Winter/Spring 2026
HIST,A198,The World at War,Fall 2026,Fall 2026
HLED,A100,Personal Health,Intersession/Spring 2023,Winter/Spring 2025
HLED,A122,"Drugs, Health & Society",Intersession/Spring 2023,Fall 2024
HLED,A160,Peer Health Educator - Level 1,Intersession/Spring 2023,Fall 2024
HLED,A200,Introduction to Public Health,Intersession/Spring 2023,Fall 2024
HLED,A260,Peer Health Educator - Level 2,Intersession/Spring 2023,Fall 2024
HLED,A270,Fitness & Health,Intersession/Spring 2023,Fall 2024
HORT,A100,Horticultural Science,Intersession/Spring 2023,Fall 2026
HORT,A101,Current Topics in Horticulture,Summer 2023,Fall 2025
HORT,A105,Botany for Gardeners,Fall 2023,Fall 2026
HORT,A109,Knowing Your Soils,Fall 2023,Fall 2026
HORT,A111,Landscape Drafting Technique,Summer 2024,Fall 2025
HORT,A115,Landscape Graphics,Fall 2023,Winter/Spring 2025
HORT,A116,Digital Design,Intersession/Spring 2023,Summer 2026
HORT,A146,Introduction to Aquaponics,Winter/Spring 2026,Winter/Spring 2026
HORT,A150,Landscape Maintenance,Intersession/Spring 2023,Winter/Spring 2025
HORT,A151,Introduction to Tree Care,Fall 2023,Fall 2026
HORT,A170,Pest Cntrol Apps/PCO Cert,Winter/Spring 2025,Winter/Spring 2025
HORT,A181,Ornamental Trees,Fall 2023,Fall 2026
HORT,A182,Ornamental Shrubs,Intersession/Spring 2023,Winter/Spring 2026
HORT,A183,Plant Propagation,Intersession/Spring 2023,Winter/Spring 2026
HORT,A184,Greenhouse and Nursery Science,Fall 2023,Fall 2026
HORT,A185,Plant Diseases,Fall 2025,Fall 2025
HORT,A186,Pests of Ornamentals,Intersession/Spring 2024,Winter/Spring 2026
HORT,A189,Weeds and Their Control,Intersession/Spring 2024,Winter/Spring 2025
HORT,A190,Calif Friendly Landscape,Intersession/Spring 2023,Winter/Spring 2025
HORT,A191,Cacti and Succulents,Intersession/Spring 2023,Winter/Spring 2026
HORT,A200,Chronicles of Garden Design,Intersession/Spring 2024,Intersession/Spring 2024
HORT,A283,Therapeutic Gardens: Design,Intersession/Spring 2023,Intersession/Spring 2023
HORT,A285,Intro to Landscape Design,Fall 2023,Winter/Spring 2026
HORT,A286,Landscape Design Elements,Fall 2024,Fall 2026
HORT,A287,Planting Design,Intersession/Spring 2024,Fall 2026
HORT,A288,Sprinkler Irrigation Syst Dsgn,Intersession/Spring 2024,Winter/Spring 2026
HORT,A289,Installing Resident Irrig Syst,Intersession/Spring 2024,Winter/Spring 2026
HORT,A297,"Gardn Pool, Fountn & Waterfall",Intersession/Spring 2023,Intersession/Spring 2023
HTT,A003N,Careers Hospitality/Tourism NC,Intersession/Spring 2023,Fall 2026
HTT,A105,Passport to Success,Intersession/Spring 2023,Fall 2026
HTT,A110,Hotel Front Office Operations,Fall 2023,Fall 2025
HTT,A118,Hospitality Accounting,Intersession/Spring 2023,Fall 2026
HTT,A125,Destination the Americas,Intersession/Spring 2023,Winter/Spring 2026
HTT,A127,Destination Europe,Fall 2023,Fall 2026
HTT,A128,Destination Africa/Pacific,Intersession/Spring 2023,Winter/Spring 2026
HTT,A130,Cultural Tourism,Fall 2023,Fall 2026
HTT,A131,Computer Reserv-SABRE,Intersession/Spring 2023,Fall 2026
HTT,A135,Homeland Security,Intersession/Spring 2023,Winter/Spring 2026
HTT,A138,Sharing the Travel Experience,Fall 2023,Fall 2025
HTT,A140,Revenue Management,Intersession/Spring 2023,Winter/Spring 2026
HTT,A150,Travel Tourism Career Dvlpmnt,Fall 2023,Fall 2026
HTT,A157,Tour Escorting & Group Travel,Intersession/Spring 2023,Intersession/Spring 2024
HTT,A158,Luxury Incentive Corp Travel,Intersession/Spring 2023,Intersession/Spring 2023
HTT,A180,Enhancing Guest Service,Intersession/Spring 2023,Fall 2026
HTT,A185,Interview & Prof Development,Intersession/Spring 2023,Winter/Spring 2026
HTT,A221,Meeting/Event Mgmt Internship,Intersession/Spring 2023,Fall 2026
HTT,A225,Travel/Tourism Internship,Intersession/Spring 2023,Fall 2026
HTT,A226,Airline Internship,Intersession/Spring 2023,Fall 2026
HTT,A227,Hotel Internship,Intersession/Spring 2023,Fall 2026
HTT,A240,Hospitality &Tourism Marketing,Fall 2023,Fall 2026
HTT,A265,Prin Evnt/Meeting Management,Fall 2023,Fall 2025
HTT,A266,Organize/Manage Events,Fall 2023,Fall 2025
HTT,A267,Managing Business Risks,Intersession/Spring 2023,Winter/Spring 2026
HTT,A269,Destination Management,Intersession/Spring 2023,Intersession/Spring 2023
HTT,A270,Mtg & Event Marketing & Sales,Intersession/Spring 2023,Intersession/Spring 2023
HTT,A273,Sport Event Management,Fall 2024,Fall 2024
HTT,A274,Establsh/Operate Event Busines,Fall 2024,Fall 2025
HTT,A275,Event Fund-Raising & Sponsorsh,Intersession/Spring 2023,Fall 2025
HTT,A276,Expo/Trade Show Mgmt Promotion,Intersession/Spring 2023,Intersession/Spring 2023
HTT,A277,Wedding Planning as a Business,Intersession/Spring 2023,Winter/Spring 2025
HTT,A279,Spa Internship,Intersession/Spring 2023,Intersession/Spring 2023
HTT,A284,Leadership and Strategic Mgmt,Fall 2023,Fall 2026
HTT,A285,Hospitality Operations,Intersession/Spring 2023,Winter/Spring 2026
HTT,A286,Hosp/Travel/Tour Law,Intersession/Spring 2023,Winter/Spring 2026
HTT,A288,Human Resource Managemt,Intersession/Spring 2023,Winter/Spring 2026
HTT,A299,Certified Travel Associate,Intersession/Spring 2023,Fall 2026
HUM,A100,Introduction to the Humanities,Intersession/Spring 2023,Fall 2026
HVAC,A100,Air Cond/Refrigeratn Princpl,Intersession/Spring 2023,Fall 2026
HVAC,A101,Basic Electrical for HVAC-R,Intersession/Spring 2023,Fall 2026
HVAC,A102,Refrigeration Service,Intersession/Spring 2023,Fall 2026
HVAC,A103,Air Conditioning Service,Intersession/Spring 2023,Fall 2026
HVAC,A104,Air Balance,Intersession/Spring 2023,Winter/Spring 2026
HVAC,A105,Air Cond & Refrig Controls,Intersession/Spring 2023,Fall 2026
HVAC,A106,Non-Res Applications for HVAC,Fall 2023,Fall 2026
HVAC,A110,Pneumatic Controls,Intersession/Spring 2023,Fall 2026
HVAC,A111,Ice Machine Service & Repair,Fall 2023,Fall 2026
HVAC,A112,EPA 608,Summer 2025,Fall 2026
HVAC,A140,Building Automation,Intersession/Spring 2023,Fall 2026
ID,A001N,Design Communication CAD 2D NC,Winter/Spring 2025,Fall 2026
ID,A002N,Design Comm Digital Visual NC,Winter/Spring 2026,Fall 2026
ID,A003N,BIM for Interior Design NC,Summer 2026,Fall 2026
ID,A050,Interior Design Lab,Intersession/Spring 2023,Intersession/Spring 2023
ID,A100,Fund of Interior Design,Intersession/Spring 2023,Fall 2026
ID,A105,Interior Dsgn Studio 1,Intersession/Spring 2023,Fall 2026
ID,A110,Design Comm 1: Design Graphics,Intersession/Spring 2023,Fall 2026
ID,A120,Interior Design Careers,Intersession/Spring 2023,Fall 2026
ID,A130,Desgn Communication 2:CAD 2-D,Intersession/Spring 2023,Fall 2026
ID,A150,Interior Materials & Products,Intersession/Spring 2023,Fall 2026
ID,A170,Space Planning,Intersession/Spring 2023,Fall 2026
ID,A175,Appl Color/Dsgn Theory,Intersession/Spring 2023,Fall 2026
ID,A180,Hist Arch & Furnishng 1,Intersession/Spring 2023,Fall 2026
ID,A190,Hist Arch/Furnishings 2,Intersession/Spring 2023,Fall 2026
ID,A199,Current Issues/Interior Design,Intersession/Spring 2023,Intersession/Spring 2023
ID,A200,Design Comm 3: Illustration,Fall 2023,Fall 2026
ID,A210,Fundamentals of Lightng,Fall 2023,Fall 2026
ID,A215,Interior Dsgn Studio 2,Intersession/Spring 2023,Fall 2026
ID,A220,Int Design Construction Docs,Intersession/Spring 2023,Winter/Spring 2026
ID,A230,Business/Prof Practice,Intersession/Spring 2023,Winter/Spring 2026
ID,A240,Interior Design Internship,Intersession/Spring 2023,Fall 2026
ID,A245,Portfolio Development,Intersession/Spring 2023,Winter/Spring 2026
ID,A250,Codes and Building Systems,Fall 2023,Fall 2026
ID,A260,Dsgn Comm 4:Digital Visualiztn,Intersession/Spring 2023,Fall 2026
ID,A265,Studio Project Specializn,Intersession/Spring 2023,Fall 2026
ID,A280,Interior Design Studio-Bath,Intersession/Spring 2023,Intersession/Spring 2023
ID,A285,Interior Design Studio-Kitchen,Fall 2023,Winter/Spring 2025
ID,A290,Building Info Modeling for ID,Intersession/Spring 2023,Fall 2026
IMVR,A120,Intro to Immersive Media AR/VR,Fall 2024,Fall 2026
IMVR,A130,Immersive Game Dev I,Winter/Spring 2026,Winter/Spring 2026
IMVR,A210,Coding for Immersive Media,Fall 2024,Fall 2024
IMVR,A240,AI for Creative Developers,Fall 2026,Fall 2026
INHL,A100,IHC Principles & Practice I,Fall 2023,Fall 2023
INHL,A115,Clinical Skills for the IHC,Fall 2023,Intersession/Spring 2024
INHL,A200,Principles & Practice II,Intersession/Spring 2023,Intersession/Spring 2024
INHL,A210,Navigate U.S. Healthcare,Intersession/Spring 2023,Fall 2024
INHL,A220,Tech and Topics in Health Ed,Fall 2023,Fall 2023
INHL,A225,Intro to CAM,Intersession/Spring 2023,Intersession/Spring 2024
INHL,A250,IHC Supervised Practice,Summer 2023,Fall 2024
IT,A110,PC A+ Certificate Prep,Intersession/Spring 2023,Fall 2025
IT,A191,Network/Comm Technologies,Intersession/Spring 2023,Winter/Spring 2025
ITAL,A180,Elementary Italian 1,Intersession/Spring 2023,Fall 2026
ITAL,A185,Elementary Italian 2,Intersession/Spring 2023,Summer 2025
ITAL,A280,Intermediate Italian 1,Summer 2023,Summer 2023
ITAL,A285,Intermediate Italian 2,Summer 2023,Summer 2023
JAPN,A180,Elementary Japanese 1,Intersession/Spring 2023,Fall 2026
JAPN,A180H,Elementary Japanese 1 Honors,Intersession/Spring 2023,Fall 2026
JAPN,A185,Elementary Japanese 2,Intersession/Spring 2023,Fall 2026
JAPN,A185H,Elementary Japanese 2 Honors,Intersession/Spring 2023,Fall 2026
JAPN,A280,Intermediate Japanese 1,Intersession/Spring 2023,Fall 2026
JAPN,A285,Intermediate Japanese 2,Intersession/Spring 2023,Fall 2026
JOUR,A110,News Writing/Reporting,Intersession/Spring 2023,Fall 2026
